Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
22,2,661.3199999999999,good,low,high,At Risk
30,5,1927.3,good,medium,high,VIP
10,2,1227.22,good,low,high,At Risk
406,5,3419.27,bad,medium,high,Loyal
51,9,2843.55,medium,high,high,Loyal
356,2,220.55,bad,low,medium,Lost
54,3,922.68,medium,medium,high,Loyal
73,3,1364.2,medium,medium,high,Loyal
684,1,307.1,bad,low,medium,Lost
137,12,3914.9500000000003,bad,high,high,Loyal
79,3,908.46,medium,medium,high,Loyal
583,4,1010.73,bad,medium,high,Loyal
8,2,676.99,good,low,high,At Risk
450,4,799.13,bad,medium,high,Loyal
597,3,1556.54,bad,medium,high,Loyal
272,1,516.42,bad,low,high,Lost
290,11,4853.9,bad,high,high,Loyal
98,3,808.92,bad,medium,high,Loyal
30,3,949.25,good,medium,high,Loyal
31,24,8795.16,medium,high,high,Loyal
13,9,4084.21,good,high,high,VIP
63,4,1408.24,medium,medium,high,Loyal
14,35,12344.53,good,high,high,VIP
578,2,155.8,bad,low,medium,Lost
211,7,3168.53,bad,high,high,Loyal
621,1,127.65,bad,low,medium,Lost
77,4,2321.11,medium,medium,high,Loyal
550,1,209.48,bad,low,medium,Lost
529,3,722.09,bad,medium,high,Loyal
24,3,271.40000000000003,good,medium,medium,Loyal
249,10,2303.17,bad,high,high,Loyal
253,1,307.53,bad,low,medium,Lost
71,1,248.61,medium,low,medium,At Risk
190,1,346.98,bad,low,medium,Lost
480,1,188.4,bad,low,medium,Lost
12,6,1680.74,good,medium,high,VIP
372,5,1260.91,bad,medium,high,Loyal
23,2,470.8,good,low,medium,At Risk
81,3,508.51,medium,medium,high,Loyal
9,2,344.0,good,low,medium,At Risk
0,38,9683.13,,high,high,VIP
191,4,751.7,bad,medium,high,Loyal
611,1,129.22,bad,low,medium,Lost
266,1,177.15,bad,low,medium,Lost
410,2,418.08,bad,low,medium,Lost
510,4,1378.74,bad,medium,high,Loyal
129,1,919.61,bad,low,high,Lost
457,1,135.4,bad,low,medium,Lost
0,11,3064.67,,high,high,VIP
2,57,29532.45,good,high,high,VIP
3,6,419.18,good,medium,medium,VIP
178,4,280.73,bad,medium,medium,Loyal
11,28,59205.15,good,high,high,VIP
125,21,7335.75,bad,high,high,Loyal
3,3,395.43,good,medium,medium,Loyal
491,1,122.39999999999999,bad,low,medium,Lost
157,8,2433.28,bad,high,high,Loyal
382,1,439.33000000000004,bad,low,medium,Lost
725,1,313.64,bad,low,medium,Lost
416,1,236.11,bad,low,medium,Lost
2,203,116737.86,good,high,high,VIP
8,24,14103.09,good,high,high,VIP
27,3,2321.82,good,medium,high,Loyal
70,12,2140.28,medium,high,high,Loyal
275,55,54943.65,bad,high,high,Loyal
20,13,2433.1200000000003,good,high,high,VIP
70,1,74.39999999999999,medium,low,low,At Risk
393,1,419.70000000000005,bad,low,medium,Lost
32,28,13389.22,medium,high,high,Loyal
0,28,28882.44,,high,high,VIP
98,1,207.35999999999999,bad,low,medium,Lost
233,4,695.4,bad,medium,high,Loyal
0,37,11696.92,,high,high,VIP
39,3,709.64,medium,medium,high,Loyal
2,9,1709.1,good,high,high,VIP
435,1,72.0,bad,low,low,Lost
132,2,603.46,bad,low,high,Lost
43,9,5253.07,medium,high,high,Loyal
372,2,1098.52,bad,low,high,Lost
59,3,1134.03,medium,medium,high,Loyal
30,12,2957.4700000000003,good,high,high,VIP
718,1,321.88000000000005,bad,low,medium,Lost
540,1,20.6,bad,low,low,Lost
0,37,18625.73,,high,high,VIP
730,1,234.38,bad,low,medium,Lost
11,10,5494.7,good,high,high,VIP
137,1,501.14,bad,low,high,Lost
21,18,2643.81,good,high,high,VIP
19,9,2415.41,good,high,high,VIP
668,1,134.9,bad,low,medium,Lost
238,1,30.599999999999998,bad,low,low,Lost
268,1,283.73,bad,low,medium,Lost
93,2,922.39,bad,low,high,Lost
472,2,506.75,bad,low,high,Lost
89,4,4782.45,medium,medium,high,Loyal
523,1,158.57,bad,low,medium,Lost
4,13,3998.25,good,high,high,VIP
77,1,259.17,medium,low,medium,At Risk
630,1,263.5,bad,low,medium,Lost
451,2,233.25,bad,low,medium,Lost
93,1,64.0,bad,low,low,Lost
22,7,3313.77,good,high,high,VIP
261,1,77.3,bad,low,low,Lost
273,3,200.45000000000002,bad,medium,medium,Loyal
85,6,2475.23,medium,medium,high,Loyal
196,2,3371.45,bad,low,high,Lost
55,13,6274.56,medium,high,high,Loyal
10,16,7712.7,good,high,high,VIP
21,7,1467.24,good,high,high,VIP
15,8,8202.98,good,high,high,VIP
107,5,1215.68,bad,medium,high,Loyal
84,17,7668.58,medium,high,high,Loyal
18,1,307.09,good,low,medium,At Risk
584,1,405.1,bad,low,medium,Lost
332,2,135.35,bad,low,medium,Lost
39,7,1423.52,medium,high,high,Loyal
25,1,228.91,good,low,medium,At Risk
9,4,712.8000000000001,good,medium,high,Loyal
28,26,8621.81,good,high,high,VIP
13,4,1676.06,good,medium,high,Loyal
483,3,449.96999999999997,bad,medium,medium,Loyal
295,3,2580.7400000000002,bad,medium,high,Loyal
416,7,2146.38,bad,high,high,Loyal
5,1,486.22,good,low,medium,At Risk
398,3,1624.84,bad,medium,high,Loyal
32,6,1750.18,medium,medium,high,Loyal
384,3,1586.54,bad,medium,high,Loyal
48,9,5687.36,medium,high,high,Loyal
94,5,1508.18,bad,medium,high,Loyal
8,4,1437.85,good,medium,high,Loyal
21,1,91.8,good,low,low,At Risk
312,2,478.88,bad,low,medium,Lost
121,16,9275.49,bad,high,high,Loyal
609,1,17.65,bad,low,low,Lost
568,2,372.2,bad,low,medium,Lost
45,3,1451.16,medium,medium,high,Loyal
282,2,884.18,bad,low,high,Lost
18,5,1125.15,good,medium,high,VIP
35,5,1875.31,medium,medium,high,Loyal
63,3,840.08,medium,medium,high,Loyal
26,1,116.00999999999999,good,low,medium,At Risk
21,3,468.41,good,medium,medium,Loyal
399,1,69.6,bad,low,low,Lost
3,11,2639.35,good,high,high,VIP
15,12,9494.84,good,high,high,VIP
581,2,831.45,bad,low,high,Lost
45,1,492.84,medium,low,medium,At Risk
64,2,512.2,medium,low,high,At Risk
25,21,14059.19,good,high,high,VIP
618,1,572.3100000000001,bad,low,high,Lost
606,1,86.10000000000001,bad,low,low,Lost
380,1,359.69,bad,low,medium,Lost
44,1,121.18,medium,low,medium,At Risk
7,15,7036.18,good,high,high,VIP
14,10,1701.29,good,high,high,VIP
267,1,71.4,bad,low,low,Lost
39,3,1575.89,medium,medium,high,Loyal
336,4,367.01,bad,medium,medium,Loyal
10,1,114.60000000000001,good,low,medium,At Risk
18,2,260.68,good,low,medium,At Risk
543,3,570.66,bad,medium,high,Loyal
657,1,164.69,bad,low,medium,Lost
94,6,2558.58,bad,medium,high,Loyal
60,1,117.88,medium,low,medium,At Risk
135,2,472.78,bad,low,medium,Lost
413,1,172.38,bad,low,medium,Lost
10,7,3068.84,good,high,high,VIP
609,1,373.01000000000005,bad,low,medium,Lost
9,8,4974.2300000000005,good,high,high,VIP
3,67,16432.89,good,high,high,VIP
18,4,870.09,good,medium,high,Loyal
501,4,1240.6100000000001,bad,medium,high,Loyal
393,7,1580.3,bad,high,high,Loyal
9,10,2648.25,good,high,high,VIP
730,1,966.6600000000001,bad,low,high,Lost
442,1,2803.2,bad,low,high,Lost
399,13,8377.32,bad,high,high,Loyal
14,4,535.86,good,medium,high,Loyal
58,9,1988.5,medium,high,high,Loyal
29,13,8509.51,good,high,high,VIP
93,1,353.48,bad,low,medium,Lost
9,10,2729.32,good,high,high,VIP
19,3,788.08,good,medium,high,Loyal
56,11,3851.52,medium,high,high,Loyal
417,7,3264.23,bad,high,high,Loyal
401,1,81.6,bad,low,low,Lost
267,1,333.74,bad,low,medium,Lost
121,4,666.48,bad,medium,high,Loyal
126,1,62.63999999999999,bad,low,low,Lost
617,1,76.23,bad,low,low,Lost
77,5,1336.0900000000001,medium,medium,high,Loyal
239,2,847.41,bad,low,high,Lost
576,1,88.5,bad,low,low,Lost
199,6,969.1200000000001,bad,medium,high,Loyal
59,2,2155.95,medium,low,high,At Risk
2,16,16260.07,good,high,high,VIP
272,2,312.46,bad,low,medium,Lost
201,1,257.7,bad,low,medium,Lost
80,1,358.0,medium,low,medium,At Risk
225,1,160.95,bad,low,medium,Lost
3,30,6360.78,good,high,high,VIP
12,7,1357.6,good,high,high,VIP
73,4,1176.46,medium,medium,high,Loyal
672,2,356.95,bad,low,medium,Lost
211,1,1031.07,bad,low,high,Lost
24,2,744.85,good,low,high,At Risk
387,1,643.0,bad,low,high,Lost
16,6,1006.63,good,medium,high,VIP
261,5,1594.69,bad,medium,high,Loyal
95,8,1738.52,bad,high,high,Loyal
411,1,115.58,bad,low,medium,Lost
111,7,699.4,bad,high,high,Loyal
202,5,1278.04,bad,medium,high,Loyal
92,1,121.74000000000001,bad,low,medium,Lost
50,2,989.22,medium,low,high,At Risk
17,11,3387.43,good,high,high,VIP
17,4,501.12,good,medium,high,Loyal
124,2,465.68,bad,low,medium,Lost
91,9,1608.93,bad,high,high,Loyal
460,2,256.04,bad,low,medium,Lost
401,1,252.68,bad,low,medium,Lost
393,2,399.3,bad,low,medium,Lost
156,4,2951.11,bad,medium,high,Loyal
375,1,51.410000000000004,bad,low,low,Lost
8,3,904.46,good,medium,high,Loyal
435,1,149.75,bad,low,medium,Lost
11,5,1035.18,good,medium,high,VIP
61,9,1433.38,medium,high,high,Loyal
60,1,557.62,medium,low,high,At Risk
268,2,944.1,bad,low,high,Lost
262,3,573.45,bad,medium,high,Loyal
0,39,8704.69,,high,high,VIP
442,1,722.5600000000001,bad,low,high,Lost
52,5,2107.66,medium,medium,high,Loyal
10,19,6135.04,good,high,high,VIP
2,36,9758.26,good,high,high,VIP
17,11,3214.69,good,high,high,VIP
0,28,8891.7,,high,high,VIP
365,1,1180.0,bad,low,high,Lost
36,1,217.38,medium,low,medium,At Risk
30,2,276.56,good,low,medium,At Risk
112,1,138.98,bad,low,medium,Lost
408,1,360.85,bad,low,medium,Lost
383,2,241.66,bad,low,medium,Lost
63,5,1939.26,medium,medium,high,Loyal
15,7,523.3,good,high,high,VIP
40,4,1435.85,medium,medium,high,Loyal
77,1,137.75,medium,low,medium,At Risk
121,7,2322.63,bad,high,high,Loyal
438,1,350.85,bad,low,medium,Lost
17,4,1313.19,good,medium,high,Loyal
59,4,373.36,medium,medium,medium,Loyal
330,1,201.19,bad,low,medium,Lost
22,6,3364.59,good,medium,high,VIP
599,1,734.91,bad,low,high,Lost
602,3,781.59,bad,medium,high,Loyal
442,5,927.61,bad,medium,high,Loyal
723,1,307.95,bad,low,medium,Lost
437,1,208.63,bad,low,medium,Lost
155,11,3320.84,bad,high,high,Loyal
38,5,994.51,medium,medium,high,Loyal
391,6,1192.94,bad,medium,high,Loyal
189,3,1689.53,bad,medium,high,Loyal
359,4,1101.97,bad,medium,high,Loyal
136,6,792.51,bad,medium,high,Loyal
7,7,4368.62,good,high,high,VIP
0,1,360.0,,low,medium,At Risk
267,3,1218.7,bad,medium,high,Loyal
168,3,1285.51,bad,medium,high,Loyal
103,4,618.09,bad,medium,high,Loyal
154,2,159.2,bad,low,medium,Lost
399,1,61.72,bad,low,low,Lost
350,4,1217.99,bad,medium,high,Loyal
3,16,3754.71,good,high,high,VIP
429,1,53.65,bad,low,low,Lost
119,3,273.34,bad,medium,medium,Loyal
22,4,1670.3700000000001,good,medium,high,Loyal
6,6,1706.3700000000001,good,medium,high,VIP
27,5,1541.2,good,medium,high,VIP
3,2,598.57,good,low,high,At Risk
450,1,124.75,bad,low,medium,Lost
21,12,3445.32,good,high,high,VIP
1,3,775.94,good,medium,high,Loyal
688,1,310.26,bad,low,medium,Lost
36,10,13191.57,medium,high,high,Loyal
65,19,6486.091,medium,high,high,Loyal
0,3,640.76,,medium,high,Loyal
4,58,22082.5,good,high,high,VIP
77,6,2228.1,medium,medium,high,Loyal
71,2,567.36,medium,low,high,At Risk
16,1,199.48000000000002,good,low,medium,At Risk
2,5,787.85,good,medium,high,VIP
35,18,10513.47,medium,high,high,Loyal
81,1,675.3,medium,low,high,At Risk
431,1,281.76,bad,low,medium,Lost
38,20,9879.48,medium,high,high,Loyal
315,1,1308.48,bad,low,high,Lost
31,8,5112.97,medium,high,high,Loyal
92,6,2806.18,bad,medium,high,Loyal
401,1,262.4,bad,low,medium,Lost
13,1,350.9,good,low,medium,At Risk
410,3,1015.74,bad,medium,high,Loyal
81,5,6263.75,medium,medium,high,Loyal
76,1,795.12,medium,low,high,At Risk
545,1,1575.26,bad,low,high,Lost
157,4,2445.62,bad,medium,high,Loyal
200,1,860.12,bad,low,high,Lost
44,12,22100.56,medium,high,high,Loyal
260,1,775.85,bad,low,high,Lost
177,1,353.43,bad,low,medium,Lost
67,3,2543.72,medium,medium,high,Loyal
287,1,389.5,bad,low,medium,Lost
462,6,299.4,bad,medium,medium,Loyal
69,1,341.36,medium,low,medium,At Risk
63,1,233.76,medium,low,medium,At Risk
10,1,247.32,good,low,medium,At Risk
15,2,979.12,good,low,high,At Risk
65,1,373.94,medium,low,medium,At Risk
59,1,397.97999999999996,medium,low,medium,At Risk
70,1,743.53,medium,low,high,At Risk
121,1,674.7,bad,low,high,Lost
79,1,768.24,medium,low,high,At Risk
256,5,3838.36,bad,medium,high,Loyal
268,1,439.03,bad,low,medium,Lost
63,2,1043.31,medium,low,high,At Risk
431,4,1553.65,bad,medium,high,Loyal
471,2,1450.5,bad,low,high,Lost
8,7,5394.07,good,high,high,VIP
17,3,1723.86,good,medium,high,Loyal
70,1,134.95999999999998,medium,low,medium,At Risk
33,2,2225.37,medium,low,high,At Risk
49,1,56.160000000000004,medium,low,low,At Risk
431,1,510.20000000000005,bad,low,high,Lost
256,4,1121.5,bad,medium,high,Loyal
365,1,616.5600000000001,bad,low,high,Lost
371,1,1509.74,bad,low,high,Lost
504,2,2297.66,bad,low,high,Lost
89,1,378.64,medium,low,medium,At Risk
60,6,7587.1900000000005,medium,medium,high,Loyal
414,2,422.8,bad,low,medium,Lost
88,2,1792.23,medium,low,high,At Risk
98,3,1019.76,bad,medium,high,Loyal
396,2,1552.88,bad,low,high,Lost
25,3,572.56,good,medium,high,Loyal
432,1,62.4,bad,low,low,Lost
31,12,8224.37,medium,high,high,Loyal
280,5,1387.58,bad,medium,high,Loyal
543,1,305.28000000000003,bad,low,medium,Lost
30,11,6680.83,good,high,high,VIP
329,1,534.57,bad,low,high,Lost
413,2,835.46,bad,low,high,Lost
416,1,189.44,bad,low,medium,Lost
130,3,1185.65,bad,medium,high,Loyal
10,3,797.96,good,medium,high,Loyal
74,1,544.08,medium,low,high,At Risk
203,1,59.8,bad,low,low,Lost
676,1,91.14,bad,low,low,Lost
583,4,1131.45,bad,medium,high,Loyal
1,19,6621.7,good,high,high,VIP
184,3,1180.23,bad,medium,high,Loyal
28,2,1360.99,good,low,high,At Risk
72,10,3191.87,medium,high,high,Loyal
191,2,670.34,bad,low,high,Lost
463,3,275.4,bad,medium,medium,Loyal
582,1,310.83,bad,low,medium,Lost
126,4,1535.13,bad,medium,high,Loyal
17,3,229.5,good,medium,medium,Loyal
0,2,252.49,,low,medium,At Risk
73,6,1213.811,medium,medium,high,Loyal
426,2,568.92,bad,low,high,Lost
578,3,2244.7,bad,medium,high,Loyal
1,106,51733.462,good,high,high,VIP
23,9,2201.96,good,high,high,VIP
106,1,213.55,bad,low,medium,Lost
619,1,487.34999999999997,bad,low,medium,Lost
639,6,429.44,bad,medium,medium,Loyal
133,6,2494.14,bad,medium,high,Loyal
472,4,800.67,bad,medium,high,Loyal
43,3,940.8000000000001,medium,medium,high,Loyal
4,6,1669.49,good,medium,high,VIP
11,31,12233.6,good,high,high,VIP
63,1,221.06,medium,low,medium,At Risk
149,2,159.85,bad,low,medium,Lost
39,8,4103.12,medium,high,high,Loyal
63,1,2626.3,medium,low,high,At Risk
428,1,217.03,bad,low,medium,Lost
449,1,572.77,bad,low,high,Lost
107,5,3403.63,bad,medium,high,Loyal
0,22,8167.38,,high,high,VIP
18,6,1006.53,good,medium,high,VIP
9,3,499.98,good,medium,medium,Loyal
10,4,1006.8,good,medium,high,Loyal
18,2,679.45,good,low,high,At Risk
66,8,3316.24,medium,high,high,Loyal
570,2,439.1,bad,low,medium,Lost
500,4,658.3199999999999,bad,medium,high,Loyal
73,5,1666.8600000000001,medium,medium,high,Loyal
4,9,4475.2300000000005,good,high,high,VIP
1,1,196.89,good,low,medium,At Risk
13,7,3408.06,good,high,high,VIP
546,1,46.5,bad,low,low,Lost
254,3,986.61,bad,medium,high,Loyal
422,7,1295.25,bad,high,high,Loyal
91,2,720.9,bad,low,high,Lost
666,3,419.87,bad,medium,medium,Loyal
448,6,1280.16,bad,medium,high,Loyal
373,2,631.6800000000001,bad,low,high,Lost
625,1,241.89999999999998,bad,low,medium,Lost
429,11,3881.89,bad,high,high,Loyal
22,3,1129.14,good,medium,high,Loyal
16,13,9240.87,good,high,high,VIP
23,1,291.88,good,low,medium,At Risk
26,13,4120.04,good,high,high,VIP
25,11,7190.92,good,high,high,VIP
258,3,729.8,bad,medium,high,Loyal
165,3,781.6899999999999,bad,medium,high,Loyal
640,1,219.87,bad,low,medium,Lost
24,6,2905.93,good,medium,high,VIP
17,6,1766.72,good,medium,high,VIP
688,2,148.22,bad,low,medium,Lost
6,16,11959.27,good,high,high,VIP
624,2,1160.4099999999999,bad,low,high,Lost
28,2,183.44,good,low,medium,At Risk
38,6,4160.0,medium,medium,high,Loyal
252,5,1153.85,bad,medium,high,Loyal
57,6,3097.64,medium,medium,high,Loyal
445,2,931.12,bad,low,high,Lost
183,5,1013.35,bad,medium,high,Loyal
10,2,1083.71,good,low,high,At Risk
1,72,13390.51,good,high,high,VIP
652,1,82.4,bad,low,low,Lost
98,2,165.0,bad,low,medium,Lost
0,4,2531.58,,medium,high,Loyal
463,2,592.24,bad,low,high,Lost
60,8,2657.7599999999998,medium,high,high,Loyal
235,3,663.79,bad,medium,high,Loyal
190,4,1431.78,bad,medium,high,Loyal
178,5,2061.4700000000003,bad,medium,high,Loyal
37,11,2834.17,medium,high,high,Loyal
468,5,2215.78,bad,medium,high,Loyal
200,4,851.37,bad,medium,high,Loyal
416,2,627.82,bad,low,high,Lost
45,11,3830.84,medium,high,high,Loyal
231,2,336.09,bad,low,medium,Lost
65,1,140.34,medium,low,medium,At Risk
240,3,790.72,bad,medium,high,Loyal
232,11,3019.2200000000003,bad,high,high,Loyal
77,3,1122.41,medium,medium,high,Loyal
57,5,846.87,medium,medium,high,Loyal
16,23,15587.88,good,high,high,VIP
104,4,449.52,bad,medium,medium,Loyal
653,1,154.25,bad,low,medium,Lost
51,27,4566.56,medium,high,high,Loyal
135,3,1269.84,bad,medium,high,Loyal
274,2,618.63,bad,low,high,Lost
311,1,316.26000000000005,bad,low,medium,Lost
7,10,5374.26,good,high,high,VIP
10,2,653.33,good,low,high,At Risk
282,6,1320.33,bad,medium,high,Loyal
729,1,327.38,bad,low,medium,Lost
17,5,1159.11,good,medium,high,VIP
22,4,1466.3,good,medium,high,Loyal
287,3,2885.11,bad,medium,high,Loyal
16,5,780.5,good,medium,high,VIP
70,6,1905.39,medium,medium,high,Loyal
63,1,295.93,medium,low,medium,At Risk
72,4,4393.63,medium,medium,high,Loyal
315,5,1639.2,bad,medium,high,Loyal
2,4,2479.16,good,medium,high,Loyal
243,2,287.05,bad,low,medium,Lost
8,8,1114.72,good,high,high,VIP
0,11,4558.29,,high,high,VIP
676,1,282.76,bad,low,medium,Lost
260,4,713.39,bad,medium,high,Loyal
126,3,824.59,bad,medium,high,Loyal
73,4,815.9000000000001,medium,medium,high,Loyal
72,6,1265.82,medium,medium,high,Loyal
20,4,1685.26,good,medium,high,Loyal
59,3,2128.42,medium,medium,high,Loyal
85,1,659.4399999999999,medium,low,high,At Risk
77,2,343.21,medium,low,medium,At Risk
58,11,6909.4,medium,high,high,Loyal
0,3,1093.65,,medium,high,Loyal
29,1,125.80000000000001,good,low,medium,At Risk
32,6,5101.52,medium,medium,high,Loyal
40,5,680.1800000000001,medium,medium,high,Loyal
14,2,628.78,good,low,high,At Risk
737,2,1182.0,bad,low,high,Lost
33,12,4683.74,medium,high,high,Loyal
78,2,307.76,medium,low,medium,At Risk
633,1,402.97999999999996,bad,low,medium,Lost
204,6,1738.52,bad,medium,high,Loyal
33,1,210.31,medium,low,medium,At Risk
182,3,270.79,bad,medium,medium,Loyal
1,35,7720.9,good,high,high,VIP
402,1,89.5,bad,low,low,Lost
0,7,3448.29,,high,high,VIP
425,2,717.85,bad,low,high,Lost
42,12,3112.73,medium,high,high,Loyal
85,7,1569.3600000000001,medium,high,high,Loyal
466,3,632.39,bad,medium,high,Loyal
426,2,785.25,bad,low,high,Lost
376,17,4006.17,bad,high,high,Loyal
633,2,1439.6100000000001,bad,low,high,Lost
39,6,829.0,medium,medium,high,Loyal
390,2,374.64,bad,low,medium,Lost
11,5,1092.14,good,medium,high,VIP
407,1,175.53,bad,low,medium,Lost
95,3,908.99,bad,medium,high,Loyal
25,8,1005.8,good,high,high,VIP
382,1,349.51,bad,low,medium,Lost
318,2,244.2,bad,low,medium,Lost
65,22,6978.92,medium,high,high,Loyal
674,1,517.8,bad,low,high,Lost
379,7,1638.28,bad,high,high,Loyal
73,13,8999.19,medium,high,high,Loyal
428,2,200.82,bad,low,medium,Lost
27,13,3032.26,good,high,high,VIP
5,4,605.06,good,medium,high,Loyal
512,2,990.0,bad,low,high,Lost
6,1,174.37,good,low,medium,At Risk
215,11,1820.72,bad,high,high,Loyal
81,8,4838.18,medium,high,high,Loyal
83,2,777.53,medium,low,high,At Risk
143,37,17249.55,bad,high,high,Loyal
18,3,414.8,good,medium,medium,Loyal
40,5,1708.1200000000001,medium,medium,high,Loyal
427,4,1083.69,bad,medium,high,Loyal
172,1,192.85,bad,low,medium,Lost
16,4,893.78,good,medium,high,Loyal
242,1,239.49,bad,low,medium,Lost
12,26,4546.54,good,high,high,VIP
205,1,1384.25,bad,low,high,Lost
49,6,916.47,medium,medium,high,Loyal
410,1,421.25,bad,low,medium,Lost
22,5,732.0699999999999,good,medium,high,VIP
9,28,11551.74,good,high,high,VIP
24,11,3489.28,good,high,high,VIP
408,1,147.66,bad,low,medium,Lost
14,5,1539.04,good,medium,high,VIP
405,1,107.75,bad,low,medium,Lost
308,2,280.53000000000003,bad,low,medium,Lost
389,2,241.68,bad,low,medium,Lost
155,2,1445.031,bad,low,high,Lost
306,3,392.45,bad,medium,medium,Loyal
530,3,684.54,bad,medium,high,Loyal
540,1,131.53,bad,low,medium,Lost
63,4,1673.5,medium,medium,high,Loyal
15,9,2478.95,good,high,high,VIP
14,6,1120.74,good,medium,high,VIP
10,18,6349.59,good,high,high,VIP
64,7,2093.94,medium,high,high,Loyal
35,4,247.95999999999998,medium,medium,medium,Loyal
107,14,5523.6900000000005,bad,high,high,Loyal
52,2,533.32,medium,low,high,At Risk
516,3,818.22,bad,medium,high,Loyal
5,2,697.04,good,low,high,At Risk
399,2,396.71,bad,low,medium,Lost
46,5,789.59,medium,medium,high,Loyal
0,33,10167.630000000001,,high,high,VIP
311,2,518.42,bad,low,high,Lost
44,4,1185.14,medium,medium,high,Loyal
64,4,1025.17,medium,medium,high,Loyal
25,1,164.34,good,low,medium,At Risk
658,1,717.62,bad,low,high,Lost
386,2,522.67,bad,low,high,Lost
28,3,280.53999999999996,good,medium,medium,Loyal
39,2,1078.31,medium,low,high,At Risk
